_id,bio,college,country,createdAt,dob,email,face_detection_probabilities,gender,height,interests,is_habit_drink,is_habit_smoke,is_verified,mobile,name,status,type,updatedAt,verified_at,what_to_find,who_to_date,is_subscribed,clg,age
286,SIMPLY NOTHING,Jawaharlal Nehru University,IN,2023-02-08T17:59:36.981Z,2001-01-29,9286000000@get.idyll,,M,153.45209603024577,"['Cricket', 'Poetry', 'Yoga', 'Maggi', 'Writing']",N,N,False,9286000000,Alok Purohit,True,U,2023-02-08T18:28:42.892Z,,R,F,True,JNU,22.0
288,...................,Jawaharlal Nehru University,IN,2023-02-08T18:02:32.058Z,2002-02-02,9288000000@get.idyll,[],M,167.0,"['Photography', 'Open-Minded', 'Poetry', 'Ambitions', 'Art & Craft']",N,N,True,9288000000,Prince sonkar ,True,U,2023-02-25T20:07:49.644Z,2023-02-25T20:07:49.642Z,C,F,True,JNU,21.0
289,I am msc 1st year student in Lifescience.,Jawaharlal Nehru University,IN,2023-02-08T18:02:36.499Z,2001-09-14,9289000000@get.idyll,[],M,162.0,"['Singing', 'Dancing', 'Photography', 'Romance', 'Romantic']",N,N,True,9289000000,Bikash Kadraka,True,U,2023-02-25T20:09:25.482Z,2023-02-25T20:09:25.477Z,F,F,True,JNU,22.0
296,"Hii,this is me Nilambar I'm from odisha pursuing Ug final year in JNU. Love to singing and playing guitar. Very serious about my fitness. Like to do crazy things and chill in my life ",Jawaharlal Nehru University,IN,2023-02-08T18:09:31.760Z,2002-12-31,9296000000@get.idyll,,M,153.45209603024577,"['Singing', 'Reels', 'Photography', 'Cricket', 'Cycling']",N,N,True,9296000000,Nilambar ,True,U,2023-02-15T14:17:29.945Z,2023-02-15T14:17:29.944Z,R,F,True,JNU,21.0
299,"“A simple life gives birth to more clarity, inner peace and meaningful relationships.”  That's it.",Jawaharlal Nehru University,IN,2023-02-08T18:11:10.075Z,2002-12-17,9299000000@get.idyll,,M,170.0,"['Romance', 'Sci-fi', 'Desi', 'Tea', 'Photography']",S,N,False,9299000000,Aman G,True,U,2023-02-08T19:05:31.697Z,,R,F,True,JNU,21.0
300,"My name is Madhav. I like to read, sing, play the flute, have fun,   I live in JNU and want to take my friend here ",Jnu campus ,IN,2023-02-08T18:12:33.203Z,1999-01-15,9300000000@get.idyll,"[97.52014875411987,96.46353721618652]",M,172.0,"['Singing', 'Writing', 'Running', 'Swimming', 'Human Rights']",N,N,False,9300000000,M k madhav ,True,U,2023-02-20T08:55:25.027Z,,R,F,True,JNU,24.0
303,It's complicated,Jawaharlal Nehru University,IN,2023-02-08T18:13:53.692Z,1999-09-19,9303000000@get.idyll,,M,183.0,"['Singing', 'Writing', 'Cafe-hopping', 'Rock', 'Poetry']",S,S,False,9303000000,Favas,True,U,2023-02-10T03:56:13.375Z,,NS,F,True,JNU,24.0
304,I am waiting for ,Lucknow university,IN,2023-02-08T18:14:58.081Z,1996-03-12,9304000000@get.idyll,,M,153.45209603024577,"['Singing', 'Art & Craft', 'Design', 'Dancing', 'Writing']",N,N,False,9304000000,Sunny ,True,U,2023-02-08T18:18:16.286Z,,R,F,True,lucknow university,27.0
305,Same old same old,Jawaharlal Nehru University,IN,2023-02-08T18:15:24.551Z,1991-09-04,9305000000@get.idyll,,M,176.0,[''],S,N,False,9305000000,R,True,U,2023-02-08T18:18:28.422Z,,F,F,True,JNU,32.0
306,BTech(DTU) ----->PhD(JNU),Jawaharlal Nehru University,IN,2023-02-08T18:15:27.181Z,1996-08-26,9306000000@get.idyll,[],M,153.45209603024577,"['Singing', 'Gym', 'Clubs', 'Camping', 'Pizza']",S,N,False,9306000000,Manil Kashyap,True,U,2023-02-08T18:24:52.156Z,,NS,F,True,JNU,27.0
308,"Will be Clyde to your Bonnie, Watson to your Sherlock and Chandler to your Mon🤝🤝",Jawaharlal Nehru University,IN,2023-02-08T18:17:22.080Z,2000-02-11,9308000000@get.idyll,[],M,183.0,"['Singing', 'Badminton', 'Football', 'Mountains', 'Pizza']",N,N,True,9308000000,Shivam,True,U,2023-02-25T20:11:48.330Z,2023-02-25T20:11:48.328Z,R,F,True,JNU,23.0
309,I'm Manish this is my 3rd year in jnu university ,Jawaharlal Nehru University,IN,2023-02-08T18:17:58.566Z,1999-06-11,9309000000@get.idyll,,M,5.6,"['Reels', 'Photography']",S,N,False,9309000000,MANISH ,True,U,2023-02-08T18:27:13.578Z,,F,F,True,JNU,24.0
310,I don't want to say anything about myself.,JNU,IN,2023-02-08T18:18:28.456Z,2001-08-18,9310000000@get.idyll,[32.93818235397339],M,5.7,"['Photography', 'Theatre', 'Cooking', 'Romantic', 'Romance']",S,S,False,9310000000,Prem Proad ,True,U,2023-02-16T09:21:04.266Z,,C,F,True,JNU,22.0
311,"Responsible, cooperative, adventure ",JNU,IN,2023-02-08T18:18:46.813Z,2003-02-07,9311000000@get.idyll,,M,150.0,['Football'],N,N,False,9311000000,Vishal ,True,U,2023-02-08T18:32:05.862Z,,F,F,True,JNU,20.0
312,Currently too bored to write anything. Will write something whenever I feel like writing 🙃,Jawaharlal Nehru University,IN,2023-02-08T18:19:01.853Z,1996-03-13,9312000000@get.idyll,[],M,167.64,"['Cooking', 'Gardening', 'Mountains', 'Ambitions', 'Open-Minded']",S,N,False,9312000000,Sea-uJ floydian ,True,U,2023-02-12T17:50:18.983Z,,NS,F,True,JNU,27.0
313,Spoilt child of the family.,Jawaharlal Nehru University,IN,2023-02-08T18:19:51.454Z,1999-11-10,9313000000@get.idyll,"[94.75151300430298,89.33388590812683]",M,180.0,"['Photography', 'Badminton', 'Beaches', 'Mountains', 'Coffee']",O,O,False,9313000000,Navratan Parjapat ,True,U,2023-02-25T06:16:14.162Z,,NS,F,True,JNU,24.0
314,,,IN,2023-02-08T18:19:54.787Z,2002-03-18,9314000000@get.idyll,,M,153.45209603024577,[''],,,False,9314000000,Vinayak singh,True,U,2023-02-08T18:23:08.798Z,,F,F,True,,21.0
315,Hi,Jawaharlal Nehru University,IN,2023-02-08T18:20:11.171Z,1995-07-01,9315000000@get.idyll,,M,176.0,"['Singing', 'Badminton', 'Cricket', 'Basketball', 'Tennis']",S,S,False,9315000000,John,True,U,2023-02-08T18:38:56.004Z,,C,F,True,JNU,28.0
316,Nice,JNU,IN,2023-02-08T18:20:12.608Z,2000-06-27,9316000000@get.idyll,,M,168.0,[''],N,N,False,9316000000,Abhinandan ,True,U,2023-02-08T19:16:40.785Z,,C,F,True,JNU,23.0
317,Jnuite,JNU,IN,2023-02-08T18:21:43.705Z,1999-02-14,9317000000@get.idyll,,M,153.45209603024577,"['Singing', 'Coffee', 'Cafe-hopping', 'Camping', 'Thriller']",N,N,False,9317000000,Alex Anand,True,U,2023-02-10T12:50:44.657Z,,CON,A,False,JNU,24.0
318,From MP,Jawaharlal Nehru University,IN,2023-02-08T18:22:19.022Z,2003-04-05,9318000000@get.idyll,,M,182.4,"['Football', 'Tea', 'Swimming', 'Gym', 'Writing']",N,N,False,9318000000,Aditya,True,U,2023-02-08T18:37:06.320Z,,NS,F,True,JNU,20.0
319,Littlekidlover,Jawaharlal Nehru University,IN,2023-02-08T18:22:34.735Z,1999-01-10,9319000000@get.idyll,,M,153.45209603024577,[''],S,S,False,9319000000,Abhishek,True,U,2023-02-11T21:49:50.134Z,,NS,F,True,JNU,24.0
320,"I don't speak much, but if our vibes match then taubaa taubaa.

Posting only selfies cause don't have the nerves to bother someone to take my pictures.

Let's make a plan U.",Jawaharlal Nehru University,IN,2023-02-08T18:22:38.858Z,2004-07-08,9320000000@get.idyll,,M,178.0,"['Singing', 'Writing', 'Cafe-hopping', 'Foodie', 'Documentaries']",S,N,True,9320000000,Mihir,True,U,2023-02-15T14:17:29.945Z,2023-02-15T14:17:29.944Z,C,F,True,JNU,19.0
326,"Curious for little things, Reading, writing and research in JNU. 

Love cooking and going on walks. Love traveling and photography (sometimes). Would like to meet like minded folks.",JNU,IN,2023-02-08T18:26:38.650Z,1994-06-06,9326000000@get.idyll,[],M,179.0,"['Running', 'Football', 'Foodie', 'Biryani', 'Tea']",S,S,True,9326000000,Nirvana,True,U,2023-02-25T20:15:16.915Z,2023-02-25T20:15:16.915Z,NS,F,True,JNU,29.0
327,Interesting personality hai meri . Aisa log bolte hain . I believe them . ,Jawaharlal Nehru University,IN,2023-02-08T18:26:42.901Z,1999-07-11,9327000000@get.idyll,"[98.20339679718018,99.04779195785522,96.54760360717773,98.97000193595886]",M,162.0,"['Writing', 'Theatre', 'Stand Up', 'LGBTQIA+ ally', 'Feminism']",S,N,False,9327000000,Pulkit Mani ,True,U,2023-02-22T19:42:10.499Z,,F,F,True,JNU,24.0
328,Myself Mohit kumar. ,Banaras Hindu University,IN,2023-02-08T18:29:16.895Z,2001-08-07,9328000000@get.idyll,,M,177.8,"['Badminton', 'Swimming', 'Gym', 'Backpacking', 'Dogs']",S,N,False,9328000000,Mohit Kumar,True,U,2023-02-09T16:59:02.793Z,,R,F,True,DU,22.0
329,Nothing,Jnu,IN,2023-02-08T18:29:35.514Z,2004-01-07,9329000000@get.idyll,,M,176.0,[''],O,O,False,9329000000,Animesh Pandey,True,U,2023-02-08T18:33:36.994Z,,F,F,True,JNU,19.0
331,,,IN,2023-02-08T18:30:40.377Z,,9331000000@get.idyll,,M,153.45209603024577,[''],,,False,9331000000,Yuvraj Singh,True,U,2023-02-08T20:18:31.179Z,,NS,A,False,,
332,"Open mind reality and honest
Playing kabaddi",Jawaharlal Nehru University,IN,2023-02-08T18:31:02.294Z,2002-04-05,9332000000@get.idyll,"[94.85325217247009,98.65626692771912]",M,175.0,"['Open-Minded', 'Romantic', 'Dancing', 'Dogs', 'Crime']",S,S,True,9332000000,Mohan ,True,U,2023-02-25T20:15:42.022Z,2023-02-25T20:15:42.021Z,R,F,True,JNU,21.0
333," 
Love The Bands 🎶🎵
❤️👉🐇☕🍷🚬🎶",Jawaharlal Nehru University,IN,2023-02-08T18:32:23.107Z,1999-12-05,9333000000@get.idyll,,M,168.0,"['Art & Craft', 'Photography', 'Football', 'Mountains', 'Sci-fi']",S,S,True,9333000000,Ashutosh ,True,U,2023-02-15T14:17:29.945Z,2023-02-15T14:17:29.944Z,F,F,True,JNU,24.0
334,"Travel, Sports, and Photography.",Jawaharlal Nehru University,IN,2023-02-08T18:33:20.669Z,1993-10-06,9334000000@get.idyll,[],M,172.0,"['Photography', 'Badminton', 'Cooking', 'Mountains', 'Foodie']",S,N,False,9334000000,MK,True,U,2023-02-23T02:46:24.838Z,,R,F,True,JNU,30.0
336,Meet me and know more about me,Jnu,IN,2023-02-08T18:34:22.447Z,2003-12-22,9336000000@get.idyll,,M,511.0,"['Cricket', 'Badminton', 'Basketball', 'Cycling', 'Hockey']",S,S,False,9336000000,Umang,True,U,2023-02-08T19:27:12.770Z,,C,F,True,JNU,20.0
337,"Badass, Loyal and Horny that's all what we deserve in another Soul",Jawaharlal Nehru University,IN,2023-02-08T18:35:03.029Z,1994-04-06,9337000000@get.idyll,,M,166.0,"['Art & Craft', 'Badminton', 'Swimming', 'Cooking', 'Stand Up']",S,S,True,9337000000,Ankur,True,U,2023-02-15T14:17:29.945Z,2023-02-15T14:17:29.944Z,CON,F,True,JNU,29.0
338,,,IN,2023-02-08T18:35:03.287Z,,9338000000@get.idyll,,M,153.45209603024577,[''],,,False,9338000000,Unknown ,True,U,2023-02-08T18:35:47.804Z,,NS,A,False,,
339,Murky,JNU,IN,2023-02-08T18:35:13.877Z,1998-03-13,9339000000@get.idyll,,M,153.45209603024577,"['Mountains', 'Beer', 'Pizza', 'Maggi', 'Whiskey']",O,O,False,9339000000,Shaurya,True,U,2023-02-08T18:51:27.375Z,,C,F,True,JNU,25.0
340,...,Jawaharlal Nehru University,IN,2023-02-08T18:35:57.903Z,1996-02-09,9340000000@get.idyll,,M,176.0,"['Photography', 'Writing', 'Badminton', 'Theatre', 'Thriller']",S,S,False,9340000000,Sunil,True,U,2023-02-08T18:39:31.274Z,,R,F,True,JNU,27.0
341,Research scholar ,JNU ,IN,2023-02-08T18:39:47.814Z,1998-02-09,9341000000@get.idyll,,M,160.0,"['Writing', 'Design', 'Photography', 'Art & Craft']",N,N,False,9341000000,Pravesh,True,U,2023-02-08T18:44:01.212Z,,R,F,True,JNU,25.0
342,,,IN,2023-02-08T18:40:04.461Z,,9342000000@get.idyll,,M,153.45209603024577,[''],,,False,9342000000,Rahul ,True,U,2023-02-08T18:41:15.850Z,,NS,A,False,,
344,,Jamia Mia Islamia University,IN,2023-02-08T18:41:48.417Z,2001-06-20,9344000000@get.idyll,,M,175.0,[''],N,N,False,9344000000,A,True,U,2023-02-08T18:45:06.738Z,,R,F,True,jamia mia islamia university,22.0
345,"Don't need to say i can do everything for you just say i will never ever leave you...
one thing, if you are here for casual chatting and hookup then please avoid me..i am here for something serious...",Bongtel group ,IN,2023-02-08T18:45:27.926Z,2001-03-05,9345000000@get.idyll,,M,166.0,"['Writing', 'Yoga', 'Poetry', 'Romantic', 'Backpacking']",N,N,False,9345000000,Souvik banerjee ,True,U,2023-02-08T18:52:24.689Z,,R,F,True,bongtel group ,22.0
346,,"School of Engineering, JNU ",IN,2023-02-08T18:46:46.832Z,2003-04-01,9346000000@get.idyll,,M,182.0,[''],N,N,False,9346000000,Mirnal Pratap Singh ,True,U,2023-02-08T19:26:53.930Z,,NS,F,True,JNU,20.0
347,"More socially and extrovert person, ",Jawaharlal Nehru University,IN,2023-02-08T18:47:16.512Z,1997-05-08,9347000000@get.idyll,,M,153.45209603024577,"['Coffee', 'Badminton', 'Gym', 'Stand Up', 'Beer']",S,N,False,9347000000,Himanshu Gangwar ,True,U,2023-02-08T19:10:47.810Z,,F,F,True,JNU,26.0
348,,,IN,2023-02-08T18:48:27.870Z,,9348000000@get.idyll,,M,153.45209603024577,[''],,,False,9348000000,RJ,True,U,2023-02-08T18:49:09.062Z,,NS,A,False,,
349,🙂,JNU ,IN,2023-02-08T18:50:00.392Z,2003-07-27,9349000000@get.idyll,[],F,153.45209603024577,"['Dogs', 'Maggi', 'Cats', 'Anime', 'Drama']",N,N,False,9349000000,Angelina,True,U,2023-02-13T18:52:18.511Z,,F,M,True,JNU,20.0
350,"An Upsc aspirant, looking to aspire for something more",Jawaharlal Nehru University,IN,2023-02-08T18:50:51.825Z,2000-08-20,9350000000@get.idyll,,M,181.0,"['Cricket', 'Football', 'Writing', 'Documentaries', 'Ambitions']",S,O,False,9350000000,Rishabh Gupta,True,U,2023-02-09T07:05:50.698Z,,R,F,True,JNU,23.0
352,"Hi, there. Looking for some quality time here.",Jawaharlal Nehru University,IN,2023-02-08T18:51:27.034Z,1997-08-28,9352000000@get.idyll,,M,165.0,"['Singing', 'Documentaries', 'Romantic', 'Tennis', 'Cycling']",S,S,False,9352000000,Abhisek,True,U,2023-02-09T15:33:33.029Z,,NS,F,True,JNU,26.0
353,I'm a B.A Student ,Jawaharlal Nehru University,IN,2023-02-08T18:51:27.587Z,1996-02-18,9353000000@get.idyll,,M,176.0,"['Pizza', 'Human Rights']",N,N,False,9353000000,Raunak Jha,True,U,2023-02-10T16:54:46.367Z,,F,F,True,JNU,27.0
354,"Just going with the flow
",Jnu,IN,2023-02-08T18:51:52.691Z,2002-08-12,9354000000@get.idyll,[],F,165.0,"['Cooking', 'Coffee', 'Pizza', 'Anime', 'K-drama']",S,N,False,9354000000,Nabisha ,True,U,2023-02-10T06:53:08.653Z,,CON,M,True,JNU,21.0
355,I am wandering for a wanderlust cuzz having same feat brings best things to rejoice. I am a prying fellow  ; always love to seek adventures. I love to play cricket ; read novels; and watch anime.,Jawaharlal Nehru University,IN,2023-02-08T18:53:39.492Z,2000-07-07,9355000000@get.idyll,,M,180.0,"['Environmentalism', 'Open-Minded', 'Romance', 'Thriller', 'Anime']",S,S,False,9355000000,Adarsh P. Singh,True,U,2023-02-08T19:14:11.358Z,,C,F,True,JNU,23.0
356,Love to talk about literature especially interested in marvel Chinese Korean and Japanese comics. Huge console game fan.  Crazy music listener fav genre hip-hop artists Alec Benjamin and Nas ,Jawaharlal Nehru University,IN,2023-02-08T18:55:16.312Z,2004-11-08,9356000000@get.idyll,[],M,176.0,[''],N,S,True,9356000000,Irfan,True,U,2023-02-26T20:36:41.531Z,2023-02-26T20:36:41.530Z,NS,F,True,JNU,19.0
357,I will tell you later.It is secret ,Jawaharlal Nehru University,IN,2023-02-08T18:55:39.041Z,1999-10-26,9357000000@get.idyll,,M,166.0,[''],N,N,False,9357000000,Yash,True,U,2023-02-12T10:07:47.682Z,,R,F,True,JNU,24.0
358,I'm jovial ,Jawaharlal Nehru University,IN,2023-02-08T18:56:43.622Z,1998-05-30,9358000000@get.idyll,,M,167.0,"['Photography', 'Festivals', 'Board game', 'Cooking', 'Camping']",O,O,False,9358000000,Avi Rathore,True,U,2023-02-08T19:11:23.498Z,,R,F,True,JNU,25.0
359,"I am a student persuing Btech from jnu, delhi. ",Jawaharlal Nehru University,IN,2023-02-08T18:58:23.523Z,2002-01-01,9359000000@get.idyll,,M,183.0,"['Badminton', 'Running', 'Family Oriented', 'Maggi', 'Foodie']",S,N,False,9359000000,Ayush,True,U,2023-02-09T01:11:15.038Z,,CON,F,True,JNU,21.0
360,Looking for someone ,Jawaharlal Nehru University,IN,2023-02-08T19:00:18.602Z,1997-04-17,9360000000@get.idyll,,M,156.0,[''],N,N,False,9360000000,M h zeya ,True,U,2023-02-08T19:03:52.941Z,,NS,A,False,JNU,26.0
361,Just looking forward to meet new people. Spend some good time and have fun!,Jawaharlal Nehru University,IN,2023-02-08T19:00:39.333Z,2002-08-26,9361000000@get.idyll,,M,5.4,[''],N,N,False,9361000000,Swapnil ,True,U,2023-02-08T19:04:03.382Z,,C,F,True,JNU,21.0
362,Meet me and know something about me ,JNU ,IN,2023-02-08T19:02:24.269Z,2004-05-24,9362000000@get.idyll,,M,911.0,"['Basketball', 'Hockey', 'Video Games', 'Sci-fi']",S,S,False,9362000000,Ankit Kumar ,True,U,2023-02-08T19:30:00.536Z,,C,F,True,JNU,19.0
363,Nwnw,Jawaharlal Nehru University,IN,2023-02-08T19:03:02.817Z,1998-04-14,9363000000@get.idyll,,M,153.45209603024577,[''],N,O,False,9363000000,Raj,True,U,2023-02-08T19:05:29.354Z,,C,F,True,JNU,25.0
364,Cool,JNU,IN,2023-02-08T19:04:01.314Z,1998-02-28,9364000000@get.idyll,,M,153.45209603024577,"['Art & Craft', 'Dancing', 'Reels', 'Badminton', 'Boxing']",S,N,False,9364000000,Raj,True,U,2023-02-08T19:06:54.699Z,,NS,F,True,JNU,25.0
365,😊,Jawaharlal Nehru University,IN,2023-02-08T19:05:07.027Z,2004-08-12,9365000000@get.idyll,,M,153.45209603024577,"['Writing', 'Cricket', 'Comedy']",S,O,False,9365000000,Sukhdev Singh ,True,U,2023-02-08T19:29:30.242Z,,R,F,True,JNU,19.0
367,Pranjal Shukla ,Jawaharlal Nehru University ,IN,2023-02-08T19:06:35.298Z,2000-02-01,9367000000@get.idyll,,M,170.0,"['Tea', 'Classical', 'Romance', 'Family Oriented', 'Festivals']",N,N,False,9367000000,Pranjal Shukla ,True,U,2023-02-09T20:19:52.812Z,,F,F,True,JNU,23.0
369,No bio,Jnu,IN,2023-02-08T19:07:06.380Z,1994-05-06,9369000000@get.idyll,,M,153.45209603024577,[''],N,N,False,9369000000,Y,True,U,2023-02-08T19:09:30.696Z,,NS,F,True,JNU,29.0
372,Hello world,Idyll,IN,2023-02-08T19:10:48.962Z,2001-05-04,9372000000@get.idyll,,M,180.0,"['Video Games', 'Beer', 'Tea', 'Dogs', 'Concerts']",S,O,False,9372000000,Why me,True,U,2023-02-09T06:33:19.727Z,,NS,F,True,idyll,22.0
374,I'm the person who can match your vibe,Jnu,IN,2023-02-08T19:11:31.390Z,2002-04-29,9374000000@get.idyll,,M,176.0,"['Boxing', 'Basketball', 'Swimming', 'Gym', 'Football']",S,S,False,9374000000,Abhimanyu,True,U,2023-02-08T19:20:48.919Z,,C,F,True,JNU,21.0
377,Open minded,Delhi university,IN,2023-02-08T19:16:18.510Z,1995-02-05,9377000000@get.idyll,,M,153.45209603024577,"['Writing', 'Vegetarian', 'Open-Minded', 'Fantasy', 'Poetry']",N,N,False,9377000000,Nilesh upadhyay,True,U,2023-02-08T19:35:56.389Z,,F,F,True,DU,28.0
378,..,Jawaharlal Nehru University,IN,2023-02-08T19:16:20.902Z,1997-02-09,9378000000@get.idyll,,M,168.0,"['Dancing', 'Badminton', 'Cooking']",S,S,False,9378000000,Veer ,True,U,2023-02-08T19:20:35.728Z,,NS,F,True,JNU,26.0
379,"Kitne dilkaah ho tum kitna dil joo hoon main
Keya sitam hai ki hum dono marjayenge ",Jawaharlal Nehru University,IN,2023-02-08T19:16:48.142Z,1998-02-09,9379000000@get.idyll,,M,6.0,"['Singing', 'Dancing', 'Cricket', 'Basketball', 'Running']",N,S,False,9379000000,Zain,True,U,2023-02-08T19:32:57.754Z,,F,F,True,JNU,25.0
380,"I'm an open minded person, believe in equality & justice.I am totally against the caste & religion superiority.My goal is to do something new to make society better.
IAS aspirant, CSRdian JNUite .",Jawaharlal Nehru University,IN,2023-02-08T19:18:03.398Z,2002-02-17,9380000000@get.idyll,,M,1.7,"['Singing', 'Writing', 'Art & Craft', 'Dancing', 'Reels']",N,N,False,9380000000,Vishal Yadav ,True,U,2023-02-12T10:32:32.613Z,,F,M,False,JNU,21.0
381,A person with good heart but boring.. ,Jawaharlal Nehru University,IN,2023-02-08T19:19:02.342Z,1999-07-04,9381000000@get.idyll,"[99.06914830207825,85.18738150596619,98.67083430290222]",M,180.0,"['Badminton', 'Beer', 'Ambitions', 'Tea', 'Mystery']",S,S,False,9381000000,Manish kumar,True,U,2023-02-18T13:21:02.562Z,,NS,F,True,JNU,24.0
382,How soon is too soon to have a coffee ☕,Jawaharlal Nehru University ,IN,2023-02-08T19:19:23.646Z,2000-01-23,9382000000@get.idyll,,M,5.5,"['Singing', 'Writing', 'Photography', 'Dancing', 'Cooking']",S,N,False,9382000000,Aman Sharma ,True,U,2023-02-08T19:38:57.126Z,,C,F,True,JNU,23.0
383,,Jawaharlal Nehru University ,IN,2023-02-08T19:20:07.047Z,2001-04-16,9383000000@get.idyll,,M,153.45209603024577,[''],N,S,False,9383000000,Sandeep Shukla,True,U,2023-02-08T19:23:10.616Z,,NS,F,True,JNU,22.0
384,.,Jawaharlal Nehru University,IN,2023-02-08T19:21:17.342Z,1997-05-03,9384000000@get.idyll,[],M,168.0,"['Dancing', 'Badminton', 'Cooking']",S,O,False,9384000000,Vijju Rawat,True,U,2023-02-27T05:20:26.416Z,,NS,F,True,JNU,26.0
385,.,Jawaharlal Nehru University,IN,2023-02-08T19:23:05.199Z,1995-02-09,9385000000@get.idyll,,F,153.45209603024577,"['Art & Craft', 'Foodie', 'Desi', 'Romance']",S,N,False,9385000000,Anjali ,True,U,2023-02-08T19:31:43.439Z,,CON,A,True,JNU,28.0
387,Myself Gaurav ,jNU,IN,2023-02-08T19:23:58.798Z,2004-04-24,9387000000@get.idyll,,M,170.0,"['Cricket', 'Basketball', 'Running', 'Football', 'Volleyball']",N,N,False,9387000000,Gaurav ,True,U,2023-02-08T19:29:41.367Z,,NS,F,True,JNU,19.0
388,I write ghazals. I love to read. Peace and music are my favourite companions. I love to talk to people open-heartedly. I believe in life long relationships. ,Jnu,IN,2023-02-08T19:29:51.722Z,2000-08-21,9388000000@get.idyll,,M,180.0,[''],N,N,False,9388000000,Ayush Pateriya ,True,U,2023-02-11T04:11:46.146Z,,CON,F,True,JNU,23.0
389,A boring guy looking for new friends to hang out.,Jawaharlal Nehru University,IN,2023-02-08T19:36:47.423Z,2000-10-10,9389000000@get.idyll,[],M,5.7,"['Football', 'Foodie', 'Cycling', 'Beaches', 'Camping']",N,N,False,9389000000,Anup,True,U,2023-02-12T13:24:29.810Z,,R,F,True,JNU,23.0
390,Kind,JNU,IN,2023-02-08T19:36:52.138Z,2003-02-09,9390000000@get.idyll,[],M,153.45209603024577,"['Anime', 'Comedy', 'Family Oriented', 'Foodie', 'Cricket']",N,N,False,9390000000,Rajnesh ,True,U,2023-02-19T10:54:08.000Z,,R,F,True,JNU,20.0
391,I am cool man,Jawaharlal Nehru University,IN,2023-02-08T19:37:15.693Z,2001-01-10,9391000000@get.idyll,,M,173.0,"['Cricket', 'Swimming', 'Football', 'Romance', 'Romantic']",O,S,False,9391000000,Ravindra Singh,True,U,2023-02-08T19:41:47.483Z,,R,F,True,JNU,22.0
392,Hey I'm looking for a good friend 😊,Jawaharlal Nehru University,IN,2023-02-08T19:37:18.283Z,1997-07-10,9392000000@get.idyll,,M,153.45209603024577,"['Dancing', 'Design', 'Badminton', 'Tennis', 'Football']",S,O,False,9392000000,Alok,True,U,2023-02-12T12:24:14.814Z,,CON,F,True,JNU,26.0
393,I don't know much about myself to put in words ,Jawaharlal Nehru University,IN,2023-02-08T19:37:29.213Z,1998-03-03,9393000000@get.idyll,[],F,153.45209603024577,"['Photography', 'Cricket', 'Poetry', 'Feminism']",S,O,False,9393000000,Arosma ,True,U,2023-02-23T20:58:20.871Z,,NS,F,True,JNU,25.0
394,,,IN,2023-02-08T19:37:44.035Z,,9394000000@get.idyll,,M,153.45209603024577,[''],,,False,9394000000,Varub,True,U,2023-02-08T19:40:06.633Z,,NS,A,False,,
395,Fun loving girlll. Searching for a connection who can match my sense of humour. :),Jawaharlal Nehru University,IN,2023-02-08T19:38:10.735Z,2001-02-14,9395000000@get.idyll,,F,5.5,"['Singing', 'Writing', 'Photography', 'Badminton', 'Tea']",S,N,False,9395000000,Akshara,True,U,2023-02-08T19:45:33.210Z,,CON,M,True,JNU,22.0
396,I am a royal boy,Jawaharlal Nehru University,IN,2023-02-08T19:38:29.793Z,1997-02-10,9396000000@get.idyll,,M,153.45209603024577,"['Writing', 'Theatre', 'Festivals', 'Beaches', 'Fantasy']",N,N,False,9396000000,Akash Shankar ,True,U,2023-02-08T19:45:01.946Z,,R,F,True,JNU,26.0
397,Ahhskeebjxb,Jnu,IN,2023-02-08T19:38:29.875Z,1998-02-06,9397000000@get.idyll,,M,178.0,[''],O,O,False,9397000000,sharan,True,U,2023-02-08T19:40:14.846Z,,R,F,True,JNU,25.0
398,Nothing ,Jawaharlal Nehru University,IN,2023-02-08T19:40:53.794Z,1999-11-10,9398000000@get.idyll,,M,153.45209603024577,"['Writing', 'Tea', 'Poetry', 'Romance', 'LGBTQIA+ ally']",S,N,False,9398000000,Ashok Kumar ,True,U,2023-02-11T19:10:28.329Z,,R,F,True,JNU,24.0
399,Looking for congnitive satisfaction.,Jawaharlal Nehru University,IN,2023-02-08T19:43:27.480Z,2000-10-03,9399000000@get.idyll,[98.04138541221619],M,182.0,"['Heritage', 'Beer', 'Biryani', 'Poetry', 'Thriller']",O,O,False,9399000000,Salim,True,U,2023-02-16T18:55:49.697Z,,CON,F,True,JNU,23.0
400,University of Delhi ,Delhi University ,IN,2023-02-08T19:44:50.044Z,1996-02-01,9400000000@get.idyll,,M,168.0,"['Human Rights', 'Environmentalism', 'Romantic', 'Family Oriented', 'Romance']",S,S,False,9400000000,Apurv ,True,U,2023-02-08T19:52:11.487Z,,NS,F,False,DU,27.0
401,#NAME?,non,IN,2023-02-08T19:47:15.258Z,2000-02-28,9401000000@get.idyll,"[94.40827965736389,79.03674840927124]",M,160.0,"['Football', 'Photography', 'Anime', 'Documentaries', 'Thriller']",N,N,True,9401000000,Ashfi,True,U,2023-02-26T20:38:02.783Z,2023-02-26T20:38:02.782Z,F,F,False,non,23.0
402,,,IN,2023-02-08T19:47:23.490Z,,9402000000@get.idyll,,F,153.45209603024577,[''],,,False,9402000000,Pia,True,U,2023-02-08T19:48:42.190Z,,NS,A,True,,
